survived,pclass,age,sibsp,parch,fare,class,who,adult_male,embark_town,alive,alone,fare_normalized,sex_male,embarked_Q,embarked_S
0,3,32.0,1,1,15.5,Third,woman,False,Queenstown,no,False,0.030253985132996517,False,True,False
0,2,23.0,0,0,13.0,Second,man,True,Southampton,no,True,0.025374310111545468,True,False,True
0,1,58.0,0,2,113.275,First,man,True,Cherbourg,no,False,0.22109807522194713,True,False,False
1,1,50.0,2,0,133.65,First,man,True,Southampton,yes,False,0.2608674266467732,True,False,True
0,3,40.0,0,0,7.225,Third,man,True,Cherbourg,no,True,0.014102260811993537,True,False,False
0,1,47.0,0,0,25.5875,First,man,True,Southampton,no,True,0.04994347384455151,True,False,True
0,3,36.0,0,0,7.4958,Third,man,True,Southampton,no,True,0.014630827210317115,True,False,True
1,3,20.0,1,0,7.925,Third,man,True,Southampton,yes,False,0.015468569817999833,True,False,True
0,2,32.0,2,0,73.5,Second,man,True,Southampton,no,False,0.1434624456306609,True,False,True
0,3,28.0,0,0,7.775,Third,man,True,Southampton,no,True,0.015175789316712771,True,False,True
0,3,43.0,0,0,8.05,Third,man,True,Southampton,no,True,0.015712553569072387,True,False,True
1,1,28.0,1,0,52.0,First,woman,False,Southampton,yes,False,0.10149724044618187,False,False,True
1,2,40.0,1,1,39.0,Second,woman,False,Southampton,yes,False,0.0761229303346364,False,False,True
0,1,31.0,1,0,52.0,First,man,True,Southampton,no,False,0.10149724044618187,True,False,True
0,2,70.0,0,0,10.5,Second,man,True,Southampton,no,True,0.020494635090094415,True,False,True
1,2,31.0,0,0,13.0,Second,man,True,Southampton,yes,True,0.025374310111545468,True,False,True
0,3,18.0,0,0,7.775,Third,man,True,Southampton,no,True,0.015175789316712771,True,False,True
0,3,24.5,0,0,8.05,Third,man,True,Southampton,no,True,0.015712553569072387,True,False,True
1,3,18.0,0,0,9.8417,Third,woman,False,Southampton,yes,True,0.019209719063445922,False,False,True
0,3,43.0,1,6,46.9,Third,woman,False,Southampton,no,False,0.09154270340242172,False,False,True
1,1,36.0,0,1,512.3292,First,man,True,Cherbourg,yes,False,1.0,True,False,False
0,3,28.0,0,0,8.1375,Third,woman,False,Queenstown,no,True,0.01588334219482317,False,True,False
1,1,27.0,0,0,76.7292,First,man,True,Cherbourg,yes,True,0.1497654242623688,True,False,False
0,3,20.0,0,0,9.225,Third,man,True,Southampton,no,True,0.01800600082915438,True,False,True
0,3,14.0,5,2,46.9,Third,child,False,Southampton,no,False,0.09154270340242172,True,False,True
0,2,60.0,1,1,39.0,Second,man,True,Southampton,no,False,0.0761229303346364,True,False,True
0,2,25.0,1,2,41.5792,Second,man,True,Cherbourg,no,False,0.08115719346076702,True,False,False
0,3,14.0,4,1,39.6875,Third,child,False,Southampton,no,False,0.07746484096553544,True,False,True
0,3,19.0,0,0,10.1708,Third,man,True,Southampton,no,True,0.019852079483269742,True,False,True
0,3,18.0,0,0,7.7958,Third,man,True,Southampton,no,True,0.015216388212891242,True,False,True
1,1,15.0,0,1,211.3375,First,child,False,Southampton,yes,False,0.41250332793836464,False,False,True
1,1,31.0,1,0,57.0,First,man,True,Southampton,yes,False,0.11125659048908397,True,False,True
1,3,4.0,0,1,13.4167,Third,child,False,Cherbourg,yes,False,0.026187654344120927,False,False,False
0,3,25.0,0,0,7.225,Third,man,True,Cherbourg,no,True,0.014102260811993537,True,False,False
0,1,60.0,0,0,26.55,First,man,True,Southampton,no,True,0.051822148727810165,True,False,True
0,2,52.0,0,0,13.5,Second,man,True,Southampton,no,True,0.026350245115835676,True,False,True
1,3,28.0,0,0,7.7333,Third,woman,False,Queenstown,yes,True,0.015094396337354966,False,True,False
0,1,49.0,1,1,110.8833,First,man,True,Cherbourg,no,False,0.21642978772242535,True,False,False
0,3,42.0,0,0,7.65,Third,man,True,Southampton,no,True,0.014931805565640218,True,False,True
1,1,18.0,1,0,227.525,First,woman,False,Cherbourg,yes,False,0.4440992237022602,False,False,False
1,1,35.0,0,0,26.2875,First,man,True,Southampton,yes,True,0.05130978285055781,True,False,True
0,3,18.0,0,1,14.4542,Third,woman,False,Cherbourg,no,False,0.028212719478023115,False,False,False
0,3,25.0,0,0,7.7417,Third,man,True,Queenstown,no,True,0.01511079204542704,True,True,False
0,3,26.0,1,0,7.8542,Third,man,True,Southampton,no,False,0.015330377421392339,True,False,True
0,2,39.0,0,0,26.0,Second,man,True,Southampton,no,True,0.050748620223090936,True,False,True
1,2,45.0,0,0,13.5,Second,woman,False,Southampton,yes,True,0.026350245115835676,False,False,True
1,1,42.0,0,0,26.2875,First,man,True,Southampton,yes,True,0.05130978285055781,True,False,True
1,1,22.0,0,0,151.55,First,woman,False,Southampton,yes,True,0.29580589980036276,False,False,True
1,1,24.0,0,0,49.5042,First,woman,False,Cherbourg,yes,True,0.09662576327876685,False,False,False
0,1,28.0,0,0,26.55,First,man,True,Southampton,no,True,0.051822148727810165,True,False,True
1,1,48.0,1,0,52.0,First,man,True,Southampton,yes,False,0.10149724044618187,True,False,True
0,3,29.0,0,0,9.4833,Third,man,True,Southampton,no,True,0.018510168852370702,True,False,True
0,2,52.0,0,0,13.0,Second,man,True,Southampton,no,True,0.025374310111545468,True,False,True
0,3,19.0,0,0,7.65,Third,man,True,Southampton,no,True,0.014931805565640218,True,False,True
1,1,38.0,0,0,227.525,First,woman,False,Cherbourg,yes,True,0.4440992237022602,False,False,False
1,2,27.0,0,0,10.5,Second,woman,False,Southampton,yes,True,0.020494635090094415,False,False,True
0,3,28.0,0,0,15.5,Third,man,True,Queenstown,no,True,0.030253985132996517,True,True,False
0,3,33.0,0,0,7.775,Third,man,True,Southampton,no,True,0.015175789316712771,True,False,True
1,2,6.0,0,1,33.0,Second,child,False,Southampton,yes,False,0.06441171028315387,False,False,True
0,3,17.0,1,0,7.0542,Third,man,True,Southampton,no,False,0.013768881414528002,True,False,True
0,2,34.0,0,0,13.0,Second,man,True,Southampton,no,True,0.025374310111545468,True,False,True
0,2,50.0,0,0,13.0,Second,man,True,Southampton,no,True,0.025374310111545468,True,False,True
1,1,27.0,1,0,53.1,First,man,True,Southampton,yes,False,0.10364429745562033,True,False,True
0,3,20.0,0,0,8.6625,Third,man,True,Southampton,no,True,0.016908073949327893,True,False,True
1,2,30.0,3,0,21.0,Second,woman,False,Southampton,yes,False,0.04098927018018883,False,False,True
1,3,28.0,0,0,7.7375,Third,woman,False,Queenstown,yes,True,0.015102594191391002,False,True,False
0,2,25.0,1,0,26.0,Second,man,True,Southampton,no,False,0.050748620223090936,True,False,True
0,3,25.0,1,0,7.925,Third,woman,False,Southampton,no,False,0.015468569817999833,False,False,True
1,1,29.0,0,0,211.3375,First,woman,False,Southampton,yes,True,0.41250332793836464,False,False,True
0,3,11.0,0,0,18.7875,Third,child,False,Cherbourg,no,True,0.036670757786204655,True,False,False
0,3,28.5,0,0,16.1,Third,man,True,Southampton,no,True,0.031425107138144774,True,False,True
0,3,48.0,1,3,34.375,Third,woman,False,Southampton,no,False,0.06709553154495196,False,False,True
1,1,35.0,0,0,512.3292,First,man,True,Cherbourg,yes,True,1.0,True,False,False
1,1,28.0,0,0,30.0,First,man,True,Southampton,yes,True,0.05855610025741261,True,False,True
0,1,36.0,1,0,78.85,First,man,True,Southampton,no,False,0.15390495017656614,True,False,True
1,1,21.0,2,2,262.375,First,woman,False,Cherbourg,yes,False,0.5121218935012878,False,False,False
0,3,24.0,1,0,16.1,Third,man,True,Southampton,no,False,0.031425107138144774,True,False,True
1,3,31.0,0,0,7.925,Third,man,True,Southampton,yes,True,0.015468569817999833,True,False,True
0,1,70.0,1,1,71.0,First,man,True,Southampton,no,False,0.13858277060920984,True,False,True
0,3,16.0,1,1,20.25,Third,man,True,Southampton,no,False,0.03952536767375352,True,False,True
1,2,30.0,0,0,13.0,Second,woman,False,Southampton,yes,True,0.025374310111545468,False,False,True
0,1,19.0,1,0,53.1,First,man,True,Southampton,no,False,0.10364429745562033,True,False,True
0,3,31.0,0,0,7.75,Third,man,True,Queenstown,no,True,0.015126992566498259,True,True,False
1,2,4.0,1,1,23.0,Second,child,False,Southampton,yes,False,0.04489301019734967,False,False,True
1,3,6.0,0,1,12.475,Third,child,False,Southampton,yes,False,0.024349578357040744,True,False,True
0,3,33.0,0,0,9.5,Third,man,True,Southampton,no,True,0.018542765081513996,True,False,True
0,3,23.0,0,0,7.8958,Third,man,True,Southampton,no,True,0.015411575213749284,True,False,True
1,2,48.0,1,2,65.0,Second,woman,False,Southampton,yes,False,0.12687155055772734,False,False,True
1,2,0.67,1,1,14.5,Second,child,False,Southampton,yes,False,0.028302115124416098,True,False,True
0,3,28.0,0,0,7.7958,Third,man,True,Southampton,no,True,0.015216388212891242,True,False,True
1,1,33.0,0,0,86.5,First,woman,False,Southampton,yes,True,0.16883675574220638,False,False,True
0,3,41.0,0,0,7.125,Third,man,True,Southampton,no,True,0.013907073811135496,True,False,True
1,3,20.0,0,0,7.2292,Third,man,True,Cherbourg,yes,True,0.014110458666029575,True,False,False
1,1,36.0,1,2,120.0,First,woman,False,Southampton,yes,False,0.23422440102965045,False,False,True
0,3,16.0,0,0,7.775,Third,man,True,Southampton,no,True,0.015175789316712771,True,False,True
1,1,51.0,1,0,77.9583,First,woman,False,Southampton,yes,False,0.15216446768991498,False,False,True
0,1,28.0,0,0,39.6,First,man,True,Cherbourg,no,True,0.07729405233978466,True,False,False
0,3,30.5,0,0,7.75,Third,woman,False,Queenstown,no,True,0.015126992566498259,False,True,False
0,3,28.0,1,0,24.15,Third,man,True,Queenstown,no,False,0.04713766070721715,True,True,False
0,3,32.0,0,0,8.3625,Third,man,True,Southampton,no,True,0.016322512946753766,True,False,True
0,3,24.0,0,0,9.5,Third,man,True,Southampton,no,True,0.018542765081513996,True,False,True
0,3,48.0,0,0,7.8542,Third,man,True,Southampton,no,True,0.015330377421392339,True,False,True
0,2,57.0,0,0,10.5,Second,woman,False,Southampton,no,True,0.020494635090094415,False,False,True
1,2,54.0,1,3,23.0,Second,woman,False,Southampton,yes,False,0.04489301019734967,False,False,True
0,3,18.0,0,0,7.75,Third,man,True,Southampton,no,True,0.015126992566498259,True,False,True
1,3,5.0,0,0,12.475,Third,child,False,Southampton,yes,True,0.024349578357040744,False,False,True
0,3,28.0,0,0,7.7375,Third,man,True,Queenstown,no,True,0.015102594191391002,True,True,False
1,1,43.0,0,1,211.3375,First,woman,False,Southampton,yes,False,0.41250332793836464,False,False,True
1,3,13.0,0,0,7.2292,Third,child,False,Cherbourg,yes,True,0.014110458666029575,False,False,False
1,1,17.0,1,0,57.0,First,woman,False,Southampton,yes,False,0.11125659048908397,False,False,True
0,1,29.0,0,0,30.0,First,man,True,Southampton,no,True,0.05855610025741261,True,False,True
0,3,28.0,1,2,23.45,Third,man,True,Southampton,no,False,0.04577135170121086,True,False,True
0,3,25.0,0,0,7.05,Third,man,True,Southampton,no,True,0.013760683560491965,True,False,True
0,3,25.0,0,0,7.25,Third,man,True,Southampton,no,True,0.014151057562208049,True,False,True
1,3,18.0,0,0,7.4958,Third,woman,False,Southampton,yes,True,0.014630827210317115,False,False,True
0,3,8.0,4,1,29.125,Third,child,False,Queenstown,no,False,0.056848213999904744,True,True,False
1,3,1.0,1,2,20.575,Third,child,False,Southampton,yes,False,0.04015972542654215,True,False,True
0,1,46.0,0,0,79.2,First,man,True,Cherbourg,no,True,0.15458810467956932,True,False,False
0,2,16.0,0,0,26.0,Second,man,True,Southampton,no,True,0.050748620223090936,True,False,True
0,1,28.0,0,0,30.6958,First,man,True,Cherbourg,no,True,0.05991421140938287,True,False,False
0,3,25.0,0,0,7.8958,Third,man,True,Southampton,no,True,0.015411575213749284,True,False,True
0,2,39.0,0,0,13.0,Second,man,True,Southampton,no,True,0.025374310111545468,True,False,True
1,1,49.0,0,0,25.9292,First,woman,False,Southampton,yes,True,0.050610427826483444,False,False,True
1,3,31.0,0,0,8.6833,Third,woman,False,Southampton,yes,True,0.016948672845506364,False,False,True
0,3,30.0,0,0,7.2292,Third,man,True,Cherbourg,no,True,0.014110458666029575,True,False,False
0,3,30.0,1,1,24.15,Third,woman,False,Southampton,no,False,0.04713766070721715,False,False,True
1,2,31.0,1,1,26.25,Second,woman,False,Southampton,yes,False,0.05123658772523604,False,False,True
1,1,11.0,1,2,120.0,First,child,False,Southampton,yes,False,0.23422440102965045,True,False,True
1,3,0.42,0,1,8.5167,Third,child,False,Cherbourg,yes,False,0.016623491302076868,True,False,False
1,3,27.0,0,0,6.975,Third,man,True,Southampton,yes,True,0.013614293309848433,True,False,True
0,3,31.0,0,0,7.775,Third,man,True,Southampton,no,True,0.015175789316712771,True,False,True
0,1,39.0,0,0,0.0,First,man,True,Southampton,no,True,0.0,True,False,True
0,3,18.0,0,0,7.775,Third,woman,False,Southampton,no,True,0.015175789316712771,False,False,True
1,1,33.0,1,0,53.1,First,woman,False,Southampton,yes,False,0.10364429745562033,False,False,True
0,3,26.0,0,0,7.8875,Third,man,True,Southampton,no,True,0.015395374692678068,True,False,True
0,3,39.0,0,0,24.15,Third,man,True,Southampton,no,True,0.04713766070721715,True,False,True
0,2,35.0,0,0,10.5,Second,man,True,Southampton,no,True,0.020494635090094415,True,False,True
0,3,6.0,4,2,31.275,Third,child,False,Southampton,no,False,0.06104473451835265,False,False,True
0,3,30.5,0,0,8.05,Third,man,True,Southampton,no,True,0.015712553569072387,True,False,True
0,3,23.0,0,0,7.925,Third,woman,False,Southampton,no,True,0.015468569817999833,False,False,True
0,2,31.0,1,1,37.0042,Second,man,True,Cherbourg,no,False,0.07222738817151159,True,False,False
0,3,43.0,0,0,6.45,Third,man,True,Southampton,no,True,0.012589561555343713,True,False,True
0,3,10.0,3,2,27.9,Third,child,False,Southampton,no,False,0.05445717323939373,True,False,True
1,1,52.0,1,1,93.5,First,woman,False,Southampton,yes,False,0.18249984580226933,False,False,True
1,3,27.0,0,0,8.6625,Third,man,True,Southampton,yes,True,0.016908073949327893,True,False,True
0,1,38.0,0,0,0.0,First,man,True,Southampton,no,True,0.0,True,False,True
1,3,27.0,0,1,12.475,Third,woman,False,Southampton,yes,False,0.024349578357040744,False,False,True
0,3,2.0,4,1,39.6875,Third,child,False,Southampton,no,False,0.07746484096553544,True,False,True
0,3,28.0,0,0,6.95,Third,man,True,Queenstown,no,True,0.013565496559633922,True,True,False
1,2,1.0,0,2,37.0042,Second,child,False,Cherbourg,yes,False,0.07222738817151159,True,False,False
1,3,28.0,0,0,7.75,Third,man,True,Queenstown,yes,True,0.015126992566498259,True,True,False
1,1,62.0,0,0,80.0,First,woman,False,Southampton,yes,True,0.15614960068643363,False,False,True
1,3,15.0,1,0,14.4542,Third,child,False,Cherbourg,yes,False,0.028212719478023115,False,False,False
1,2,0.83,1,1,18.75,Second,child,False,Southampton,yes,False,0.03659756266088288,True,False,True
0,3,23.0,0,0,7.8542,Third,man,True,Southampton,no,True,0.015330377421392339,True,False,True
0,3,18.0,0,0,8.3,Third,man,True,Southampton,no,True,0.016200521071217493,True,False,True
1,1,39.0,1,1,83.1583,First,woman,False,Cherbourg,yes,False,0.16231419173453318,False,False,False
0,3,21.0,0,0,8.6625,Third,man,True,Southampton,no,True,0.016908073949327893,True,False,True
1,1,28.0,0,0,29.7,First,man,True,Cherbourg,yes,True,0.057970539254838485,True,False,False
0,3,20.0,0,0,7.925,Third,man,True,Southampton,no,True,0.015468569817999833,True,False,True
0,2,16.0,0,0,10.5,Second,man,True,Southampton,no,True,0.020494635090094415,True,False,True
1,1,30.0,0,0,31.0,First,woman,False,Cherbourg,yes,True,0.060507970265993034,False,False,False
0,3,34.5,0,0,6.4375,Third,man,True,Cherbourg,no,True,0.012565163180236457,True,False,False
0,3,42.0,0,0,7.55,Third,man,True,Southampton,no,True,0.014736618564782174,True,False,True
0,3,35.0,0,0,7.8958,Third,man,True,Cherbourg,no,True,0.015411575213749284,True,False,False
0,2,28.0,0,1,33.0,Second,man,True,Southampton,no,False,0.06441171028315387,True,False,True
1,1,28.0,1,0,89.1042,First,woman,False,Cherbourg,yes,False,0.17391981561855152,False,False,False
0,3,4.0,4,2,31.275,Third,child,False,Southampton,no,False,0.06104473451835265,True,False,True
0,3,74.0,0,0,7.775,Third,man,True,Southampton,no,True,0.015175789316712771,True,False,True
0,3,9.0,1,1,15.2458,Third,child,False,Cherbourg,no,False,0.029757819776815374,False,False,False
1,1,16.0,0,1,39.4,First,woman,False,Southampton,yes,False,0.07690367833806856,False,False,True
0,2,44.0,1,0,26.0,Second,woman,False,Southampton,no,False,0.050748620223090936,False,False,True
1,3,18.0,0,1,9.35,Third,woman,False,Southampton,yes,False,0.01824998458022693,False,False,True
1,1,45.0,1,1,164.8667,First,woman,False,Southampton,yes,False,0.32179836714362564,False,False,True
1,1,51.0,0,0,26.55,First,man,True,Southampton,yes,True,0.051822148727810165,True,False,True
1,3,24.0,0,3,19.2583,Third,woman,False,Cherbourg,yes,False,0.03758969818624431,False,False,False
0,3,41.0,2,0,14.1083,Third,man,True,Southampton,no,False,0.027537567642055148,True,False,True
0,2,21.0,1,0,11.5,Second,man,True,Southampton,no,False,0.022446505098674834,True,False,True
1,1,48.0,0,0,25.9292,First,woman,False,Southampton,yes,True,0.050610427826483444,False,False,True
0,2,24.0,0,0,13.0,Second,man,True,Southampton,no,True,0.025374310111545468,True,False,True
1,2,42.0,0,0,13.0,Second,woman,False,Southampton,yes,True,0.025374310111545468,False,False,True
1,2,27.0,1,0,13.8583,Second,woman,False,Cherbourg,yes,False,0.027049600139910042,False,False,False
0,1,31.0,0,0,50.4958,First,man,True,Southampton,no,True,0.09856123757927521,True,False,True
1,3,4.0,1,1,11.1333,Third,child,False,Southampton,yes,False,0.021730754366528396,True,False,True
1,1,47.0,1,1,52.5542,First,woman,False,Southampton,yes,False,0.10257896680493714,False,False,True
0,1,33.0,0,0,5.0,First,man,True,Southampton,no,True,0.009759350042902102,True,False,True
0,3,47.0,0,0,9.0,Third,man,True,Southampton,no,True,0.017566830077223785,True,False,True
1,2,28.0,1,0,24.0,Second,woman,False,Cherbourg,yes,False,0.04684488020593009,False,False,False
1,3,15.0,0,0,7.225,Third,child,False,Cherbourg,yes,True,0.014102260811993537,False,False,False
0,3,20.0,0,0,9.8458,Third,man,True,Southampton,no,True,0.019217721730481106,True,False,True
1,1,56.0,0,1,83.1583,First,woman,False,Cherbourg,yes,False,0.16231419173453318,False,False,False
1,2,25.0,0,1,26.0,Second,woman,False,Southampton,yes,False,0.050748620223090936,False,False,True
0,3,33.0,0,0,7.8958,Third,man,True,Southampton,no,True,0.015411575213749284,True,False,True
0,3,22.0,0,0,10.5167,Third,woman,False,Southampton,no,True,0.02052723131923771,False,False,True
0,2,28.0,0,0,10.5,Second,man,True,Southampton,no,True,0.020494635090094415,True,False,True
0,3,39.0,0,5,29.125,Third,woman,False,Queenstown,no,False,0.056848213999904744,False,True,False
1,1,19.0,0,0,30.0,First,woman,False,Southampton,yes,True,0.05855610025741261,False,False,True
0,3,28.0,1,2,23.45,Third,woman,False,Southampton,no,False,0.04577135170121086,False,False,True
1,1,26.0,0,0,30.0,First,man,True,Cherbourg,yes,True,0.05855610025741261,True,False,False
0,3,32.0,0,0,7.75,Third,man,True,Queenstown,no,True,0.015126992566498259,True,True,False
